ORDEN_PLANEADO;EXCLUIR_CUENTA_UNICA;EPICA;SDATOOL;FEATURE;DELIVERABLE;LINKJIRA;NOMBRE_PROYECTO;DOMINIO;PROGRAMA;SPRINT_(VP);TIER;PLAN(Portafolio);TAG_(MP);TECNOLOGÍA;COMPLEJIDAD;GREMIO_(DIRECCIÓNSYSTEM);DIRECCIÓN_SYSTEM_(4);PORTAFOLIO_PLAN_ASCENSO;PLAN_MERCURIO;PLAN_AREA_REVIEW;COMITÉ_(VP);DIRECCIÓN_DE_INGENIERIA;TIPOS_De_MANTENIMIENTO;CATEGORIADELPROYECTO;TIPO(EMC-OTROS);EMCCOMPROMETIDO;FECHAREPLANIFICACIÓN;FECHAREPLANIFICACIÓN2;FECHAREPLANIFICACIÓN3;MOTIVOREPLANIFICACIÓN;TIPODEMETODOLOGÍA;PROGRAMINCREMENT;TYPEOFDELIVERY;SERVICEOWNER;LIDERTECNICO;PROGRAMMANAGER;PO-OWNER;TECHMANAGER;ARQUITECTURA;CORPORATESECURITY;TDM;TALENTOBBVA;TALENTOEXTERNO;RATIOSTAFFING;"PRESUPUESTO
(PRESUPUESTADO)(Capex)";"PRESUPUESTO
(COMPROMETIDO)
(Capex)";PRESUPUESTOREALIZADO(Capex);PRESUPUESTODISPONIBLE;PAYBACK;VALORDERETORNO;COMENTARIOSEGUIMIENTO;CREACIONCOMENTARIO;ACTUALIZACIÓNCOMENTARIO;AVANCEREAL;AVANCETEORICO;DESVIACIÓN;ESTADO;INDICADOR
622;PLANEADO;E2E-128572;37736;COLWSRIESG-62;;https://globaldevtools.bbva.com/jira/browse/COLWSRIESG-62;Descarga tablas BG sobregiros;Global Risk Management;;;Tier 3;;5.Otros;Ether;Alta;Banking Applications System;;;;;;1.Systems_Engineering;2.Proyecto;;1.EMC;2022-Q1;;;;;Unknown;2022-Q1;Customer Delivery;yesid.forero;juanantonio.ramirez.buitrago;;jorge.morales.ayala;;;;;;;;;;;;;;" CERRADO Lider tecnico: Juan Antonio Ramirez:  Se instaló en producción el 12 de enero de 2021. En espera de descarga de malla para la sincronización, se instaron los componentes, pero todavia esta en postproducción., esta etapa se culmina el fin de mes.
Líder Técnico: Sebastian Martinez.
El día 12 de octubre se asigno Líder Técnico. Se encuentra en etapa de desarrollo.
23/11/2021 - Ingresa a comite de cambios el 24 de nov, para programar su instalación en producción
07/12/2021 - En curso sobre ";24/03/2022;31/03/2022;;;;Deployed;1. A Tiempo
624;PLANEADO;E2E-128572;37736;COLWSRIESG-72;;https://globaldevtools.bbva.com/jira/browse/COLWSRIESG-72;Generación Reporte Fragmentados Reportería Datacrédito;Global Risk Management;7.Otros;;Tier 3;;5.Otros;;;Subsidiary-Corp.Functions-Riesgos-CIB;;;;;;1.Systems_Engineering;2.Proyecto;7.Otros;3.Otros;;;;;;Unknown;2022-Q2;Customer Delivery;yesid.forero;jairo.tamara;;lady.cervera;;;;;;;;;;;;;; El área de Operaciones esta revisando los archivos gfenerados en desarrollo, es espera del Vobo para el paso a Calidad;29/04/2022;29/04/2022;;;;In Progress;1. A Tiempo
626;PLANEADO;E2E-71342;35464;COLWSRIESG-73;;https://globaldevtools.bbva.com/jira/browse/COLWSRIESG-73;Risk -Licencias Saleforce  Contratación Event Monitoring para ARCE;Global Risk Management;;;Tier 2;;;;;Enterprise System;;;;;;;;;1.EMC;2022-Q2;;;;;Unknown;2022-Q2;Functional;yesid.forero;jorge.morales.ayala;;jorge.morales.ayala;;;;;;;;;;;;;;#¿NOMBRE?;28/04/2022;29/04/2022;;;;New;Estado New
628;PLANEADO;E2E-128572;37736;COLWSRIESG-76;;https://globaldevtools.bbva.com/jira/browse/COLWSRIESG-76;GRM Col - Actualización Aprovisionamiento EWS - Enero/Febrero/Marzo -2022;Global Risk Management;7.Otros;;Tier 3;;5.Otros;Ether;Alta;Subsidiary-Corp.Functions-Riesgos-CIB;;;;;;1.Systems_Engineering;2.Proyecto;7.Otros;3.Otros;;;;;;Unknown;2022-Q1;Customer Delivery;yesid.forero;jairo.tamara;;jorge.zarate;;;;;;;;;;;;;;" Tema Instalado en producción 17/03, sin novedad
11/03/2022: en vobos de certificacion para comite cambios 16/03
09/03/2022: Se realizan los despliegues de los scripts en calidad. Se avisa al usuario para la ejecución de las alertas y Vobo.
04/03/2022: Enviado a QA, en Despliegues
24/02/2022: En Desarrollo";24/03/2022;31/03/2022;;;;Ready to Deploy;1. A Tiempo
630;PLANEADO;E2E-59747;33846;COLWSRIESG-87;;https://globaldevtools.bbva.com/jira/browse/COLWSRIESG-87;Inclusión en CAP de campo para nuevas métricas Estados financieros;Engineering;7.Otros;;Tier 1;8.Normativos;1.Normativo;Legacy;Baja;Subsidiary-Corp.Functions-Riesgos-CIB;;;;;;1.Systems_Engineering;2.Proyecto;7.Otros;3.Otros;;;;;;Unknown;2022-Q2;Customer Delivery;edwin.vargas;ivanjesus.esparragoza;;rubendario.moncada;;;;;;;;;;;;;;se implementa en calidad los componentes de host y se inician pruebas de certificacion en calidad. proximos pasos implementar en calidad el front e iniciar certificacion la semana proxima. sin novedad. ;29/04/2022;29/04/2022;;;;In Progress;1. A Tiempo
632;PLANEADO;E2E-128572;37736;COLWSRIESG-91;;https://globaldevtools.bbva.com/jira/browse/COLWSRIESG-91;SDATOOL-37736- GRM Col - Actualización parametria Power Curve - Abril_mayo_junio -2022;Global Risk Management;7.Otros;;Tier 2;17.Otros;;;;;;;;;;;;1.Software_Aplicativo;1.EMC;2022-Q2;;;;;Unknown;2022-Q2;Enabler Delivery;yesid.forero;jairo.tamara;;carolina.calvachi;;;;;;;;;;;;;; Se da vobo para presentar a COmite de GestCam 4/05 para instalación 6/05/2022;29/04/2022;29/04/2022;;;;Ready to Deploy;1. A Tiempo
634;PLANEADO;E2E-151470;39272;COLWSRIESG-96;;https://globaldevtools.bbva.com/jira/browse/COLWSRIESG-96;GRM-Col-Cambio servicio APL (Aportes en línea);Global Risk Management;7.Otros;;Tier 2;17.Otros;;;;;;;;;;;2.Proyecto;7.Otros;3.Otros;;;;;;Unknown;2022-Q4;Enabler Delivery;yesid.forero;lyda.cabanzo;;hectormanuel.rodriguez.martin;;;;;;;;;;;;;;"los siguientes puntos desde Arquitectura para la reunión de entendimiento:

1. Deseamos tener más detalle de la necesidad y alcance del proyecto.
2. miguelangel.dominguez.nino , asistirá por parte de arquitectura a la reunión de entendimiento. Por favor validar la disponibilidad del arquitecto asignado.";28/03/2022;1/04/2022;;;;New;Estado New
636;PLANEADO;E2E-59747;33846;COLWSRIESG-97;;https://globaldevtools.bbva.com/jira/browse/COLWSRIESG-97;Automatización marcación y desmarcación reestructurados;Engineering;6.Normativos;;Tier 2;;1.Normativo;;;Banking Applications System;;;;;;1.Systems_Engineering;;;1.EMC;2022-Q2;;;;;Unknown;2022-Q2;Enabler Delivery;edwin.vargas;yesid.forero;;mariapaula.rodriguez.rangel;;;;;;;;;;;;;;- Doc. ágil radicado el 17 de enero 2022.  Sesión de entendimiento con PMO realizada y se espera  confirmación de participación y fecha de entrega del concepto por parte de system risk;4/04/2022;4/04/2022;;;;New;Estado New
638;PLANEADO;E2E-118355;37170;COLWSSEGUR-1;;https://globaldevtools.bbva.com/jira/browse/COLWSSEGUR-1;LIS Módulo coaseguro;Client Solutions;7.Otros;Otros;Tier 3;;;Sin Dato;Sin dato;Subsidiary-Corp.Functions-Riesgos-CIB;;;;;;2.System_Seguros;2.Proyecto;7.Otros;3.Otros;;;;;;Unknown;2022-Q1;Enabler Delivery;carlos.barreto;elkinfernando.burbano;;paola.trivino;;;;;;;;;;;;;;"e avanza en las Iniciativas según el plan:
En Pruebas de Usuario: Pantallas de Parametría (FP 06/02).
En Pruebas de QA: Siniestros, Pantallas, Informes, Reportes (se está definiendo un alcance).
En Desarrollo: Interfaces.

23/12/21: Se avanza en las Iniciativas según el plan:
En Pruebas de Usuario: Pantallas de Parametría (FP 31/12).
En Pruebas de QA: Pantallas, Informes, Reportes (se está definiendo un alcance).
En Desarrollo: Interfaces, Siniestros.

17/12/21: Se avanza en las Iniciativas segú";24/03/2022;25/03/2022;;;;Test;1. A Tiempo
640;PLANEADO;E2E-66300;34757;COLWSSEGUR-30;;https://globaldevtools.bbva.com/jira/browse/COLWSSEGUR-30;Automatización rechazos de pagos en AcselX y Aplus para transferencias;Client Solutions;7.Otros;;Tier 3;6.Higth_Priority_Initiative;5.Otros;Sin Dato;Baja;Subsidiary-Corp.Functions-Riesgos-CIB;;;;;;2.System_Seguros;2.Proyecto;7.Otros;3.Otros;;;;;;Unknown;2022-Q1;Enabler Delivery;carlos.barreto;carlosandres.mora;;paola.trivino;;;;;;;;;;;;;;rio;;29/04/2022;;;;In Progress;1. A Tiempo
642;PLANEADO;E2E-132368;38227;COLWSSEGUR-31;;https://globaldevtools.bbva.com/jira/browse/COLWSSEGUR-31;38227-367780-LIS_Coaseguro_Autos_Deudores;Client Solutions;5.Productos_CORE;;Tier 1;12.Seguros;;;;;;;;;;2.System_Seguros;2.Proyecto;1.Software_Aplicativo;1.EMC;2023-Q2;;;;;Unknown;2023-Q2;Customer Delivery;sandrapatricia.ramirez;yehimymeliza.santamaria;;yehimymeliza.santamaria;;;;;;;;;;;;;;rio;;18/04/2022;;;;New;Estado New
644;PLANEADO;E2E-131390;38080;COLWSSEGUR-9;;https://globaldevtools.bbva.com/jira/browse/COLWSSEGUR-9;LIS - Autos Libres Tactico;Client Solutions;7.Otros;Otros;Tier 3;;;Sin Dato;Media;Subsidiary-Corp.Functions-Riesgos-CIB;;;;;;2.System_Seguros;2.Proyecto;7.Otros;3.Otros;;;;;;Unknown;2022-Q1;Customer Delivery;sandrapatricia.ramirez;sandrapatricia.ramirez;;paola.trivino;;;;;;;;;;;;;;": Se instalo flujo de cobros el dia 17, estamos en modo cuidado de la postimplantacion, la marcha blanca inicia el dia 22, queda solo pendiente el tema de la malla, el cual se finalizara cuando se tenga cerrado el paso por sterling, (pendiente socializar fecha de comnpromiso).
04/03/2022:  Libres Tactico: En curso etapa de certificacion, estimada de paso a produccion Semana del 15 de Marzo, dado que aun hay puntos por ajustar junto con zurich(Tema decimales), nuestra parte esta andando ok y se e";24/03/2022;31/03/2022;;;;Ready to Deploy;1. A Tiempo
646;PLANEADO;E2E-107269;37085;COLWSSUPPL-10;;https://globaldevtools.bbva.com/jira/browse/COLWSSUPPL-10;TIGO - BBVA Fondeador Operaciones Confirming-Release 2 - Alta Másiva de Proveedores + Condición Financiera General Pagador;Client Solutions;;Transversal;Tier 3;2.Commercial_Banking;;Ether;Baja;Enterprise System;;;;;;1.Systems_Engineering;2.Proyecto;;3.Otros;;;;;Cliente - Definición;Unknown;;Enabler Delivery;carlosalberto.barreto;milagros.lastra;;clara.mora;;;;;;;;;;;;;;"lta Masiva de Proveedores + Condición financiera general Pagador
  
Avance Teórico:0,0%, Avance Real: 0,0%, Desviación: 0,0%.
Fase del proyecto no iniciada, por falta de viabilidad presupuestal.
Historias de usuario: To Do: 27/27
Casos de prueba ejecutados:     0 
Casos de prueba pendientes:   93 
Alerta 
-  Pendiente inicio Construcción R2
-  Pendiente Viabilidad del Business Case de negocio y check financiero Fase 2, sobre plan de trabajo final socializado el 30/11, por tanto se detienen desar";22/04/2022;22/04/2022;;;;Analysing;1. A Tiempo
648;PLANEADO;E2E-104098;36941;COLWSSUPPL-6;;https://globaldevtools.bbva.com/jira/browse/COLWSSUPPL-6;Formato 341 operaciones activas de crédito - Factoring, Confirming y LT);Global Risk Management;6.Normativos;;Tier 2;8.Normativos;1.Normativo;;;Enterprise System;;;;;;1.Systems_Engineering;2.Proyecto;;3.Otros;;;;;;Unknown;2021-Q4;Customer Delivery;alcibiades.rodriguez;milagros.lastra;;lady.cervera;;;;;;;;;;;;;;"Proyecto Finalizado.
Etapa: Post-Implantación
Avance Teórico: 100%
Avance Real: 100%
Desviación: 0%
Casos de prueba ejecutados:  7
Casos de prueba pendientes: 0

	Instalado en producción 26/11/2021
	Los 2 archivos trimestales solicitados fueron reprocesados y entregados al equipo de Riegos de Ingeniería para su reproceso conjunto.  El cual ya envió al área de Riesgos, a Elías Noguera, para su revisión y de acuerdo a confirmación con Elias ya fue enviado a la SFC 1 de ellos.
L.T.  Milagros Lastra";24/03/2022;28/03/2022;;;;Deployed;1. A Tiempo
650;PLANEADO;E2E-47947;32583;COLWSSUPPL-7;;https://globaldevtools.bbva.com/jira/browse/COLWSSUPPL-7;Sarlaft Factoring, Confirming y Línea Triangular;Regulation & Internal Control;2.Pymes/Empresas;;Tier 2;;;;;Enterprise System;;;;;;1.Systems_Engineering;2.Proyecto;;3.Otros;;24/12/2021;;;Cambio de prioridad Usuario;Unknown;2022-Q1;Customer Delivery;edgar.corzo;milagros.lastra;;diegofernando.uribe;;;;;;;;;;;;;;"
Tema instalado en producción el 14/01/2022,  piloto productivo realizado el 15 y 16 de enero, con VB de Operaciones, Financiera, Seguridad y Negocio (Client Solution).
Nos econtramos en soporte post-implantación.
L.T.  Milagros Lastra Jiménez.";24/03/2022;29/03/2022;;;;Deployed;1. A Tiempo
652;PLANEADO;E2E-98187;36547;COLWSSUPPL-8;;https://globaldevtools.bbva.com/jira/browse/COLWSSUPPL-8;Ascenso - Plan Mayor - Release 3 - Empresas Auditoras;Client Solutions;5.Productos_CORE;Transversal;Tier 3;;;Ether;Baja;Enterprise System;;;;;;1.Systems_Engineering;2.Proyecto;;3.Otros;;13/04/2022;;;Construcción;Unknown;2022-Q2;Enabler Delivery;carlosalberto.barreto;milagros.lastra;;clara.mora;;;;;;;;;;;;;;"mpresas Auditoras
Avance Teórico: 94,12%, Avance Real: 76,47%, Desviación: -17,65%
Etapa: Certificación (Modelo sin RFP)
HU: WIP 5/5
Casos de prueba ejecutados:  25
Casos de prueba pendientes:  25  
Avances:

- Casos de pruebas finalizados, pendienes pruebas de no afectación.


	El día de hoy se envió al área de Operaciones evidencias de las pruebas para su VB. 
-Se tiene 2 puntos de seguimiento al día para destrabar impedimentos y ver avances.
**



Alerta:
- Pendiente el cierre del control sol";25/04/2022;25/04/2022;;;;Test;1. A Tiempo
654;PLANEADO;E2E-117662;37125;COLWSSUPPL-9;;https://globaldevtools.bbva.com/jira/browse/COLWSSUPPL-9;Indicador IBR Factoring;Client Solutions;5.Productos_CORE;Transversal;Tier 1;;;;;Enterprise System;;;;;;1.Systems_Engineering;2.Proyecto;;3.Otros;;;;;;Unknown;;Enabler Delivery;carlosalberto.barreto;milagros.lastra;;lilianavictoria.rivera;;;;;;;;;;;;;;" IBR Factoring
Etapa: Análisis 
Avances: 
- Pendiente los KPIs de negocio que se impactan con la movilización de este proyecto.
- Con todos los insumos entregados por parte de System, está pendiente la formalización del inicio del proyecto contando con el aval de la mesa de trabajo (Negocio + Ingeniería), desde Ingeniería se ha acompañado los diferentes análisis técnicos, sin embargo por los altos costos del proyecto se le dará una nueva revisión con el equipo de trabajo para revisar oportunidad";22/04/2022;22/04/2022;;;;Analysing;1. A Tiempo
656;PLANEADO;E2E-75209;35744;COLWSSWTC-16;;https://globaldevtools.bbva.com/jira/browse/COLWSSWTC-16;Implementación de estructura híbrida entre SAE/Servicing;Talent & Culture;;;Tier 2;;;;;;;;;;;;;;1.EMC;2022-Q2;;;;;Unknown;2022-Q2;Functional;alcibiades.rodriguez;javier.palencia;;javier.palencia;;;;;;;;;;;;;;/2022 Observación: Finalizado e implantado;12/04/2022;29/04/2022;;;;Accepted;1. A Tiempo
658;PLANEADO;E2E-75209;35744;COLWSSWTC-17;;https://globaldevtools.bbva.com/jira/browse/COLWSSWTC-17;Traspaso operativo NMF Fase III;Talent & Culture;;;Tier 2;;;;;;;;;;;;;;1.EMC;2022-Q2;;;;;Unknown;2022-Q2;Functional;alcibiades.rodriguez;javier.palencia;;javier.palencia;;;;;;;;;;;;;;4/2022 Observación: Finalizado, en ajustes finales de socialización programada para el 25 de abril.;12/04/2022;29/04/2022;;;;Accepted;1. A Tiempo
660;PLANEADO;E2E-94926;36352;COLWSSWTC-23;;https://globaldevtools.bbva.com/jira/browse/COLWSSWTC-23;Videoclips -TUBO;Talent & Culture;;;Tier 2;;;;;;;;;;;;;;1.EMC;2022-Q1;;;;;Unknown;2022-Q1;Customer Delivery;john.ardila;rubendario.nunez;;ladyjohana.nino;;;;;;;;;;;;;;rio;;29/04/2022;;;;New;Estado New
662;PLANEADO;E2E-94926;36352;COLWSSWTC-24;;https://globaldevtools.bbva.com/jira/browse/COLWSSWTC-24; Videoclips - herramienta Ticketing;Talent & Culture;;;Tier 2;;;;;;;;;;;;;;1.EMC;2022-Q1;;;;;Unknown;2022-Q1;Customer Delivery;john.ardila;rubendario.nunez;;ladyjohana.nino;;;;;;;;;;;;;;rio;;29/04/2022;;;;New;Estado New
664;PLANEADO;E2E-94926;36352;COLWSSWTC-25;;https://globaldevtools.bbva.com/jira/browse/COLWSSWTC-25;Videoclip CAP Bonita;Talent & Culture;;;Tier 2;;;;;;;;;;;;;;1.EMC;2022-Q1;;;;;Unknown;2022-Q1;Customer Delivery;john.ardila;rubendario.nunez;;ladyjohana.nino;;;;;;;;;;;;;;rio;;29/04/2022;;;;New;Estado New
666;PLANEADO;E2E-33978;30527;COLWSSWTC-31;;https://globaldevtools.bbva.com/jira/browse/COLWSSWTC-31;Implantación Herramienta Workday;Talent & Culture;;;Tier 2;;;;;;;;;;;;;;1.EMC;2022-Q2;;;;;Unknown;2022-Q2;Enabler Delivery;carlos.combita;carlos.combita;;lauracarolina.canizares;;;;;;;;;;;;;;rio;;13/04/2022;;;;In Progress;1. A Tiempo
668;PLANEADO;E2E-75439;35775;COLWSSWTC-32;;https://globaldevtools.bbva.com/jira/browse/COLWSSWTC-32; Implantación funcionalidades impactos aplicaciones terceras;Talent & Culture;;;Tier 2;;;;;;;;;;;;;;1.EMC;2022-Q2;;;;;Unknown;2022-Q2;Customer Delivery;carlos.combita;carlos.combita;;lauracarolina.canizares;;;;;;;;;;;;;;  Se avanza en las pruebas del módulo de Incentivación variable de GRANNET;13/04/2022;22/04/2022;;;;In Progress;1. A Tiempo
670;PLANEADO;E2E-33978;30527;COLWSSWTC-35;;https://globaldevtools.bbva.com/jira/browse/COLWSSWTC-35;Línea de Data: Prototipo Mock -Data Cleaning, Carga y Validación;Talent & Culture;;;Tier 2;;;;;;;;;;;;;;1.EMC;2022-Q2;;;;;Unknown;2022-Q2;Functional;carlos.combita;carlos.combita;;lauracarolina.canizares;;;;;;;;;;;;;;rio;;26/04/2022;;;;Accepted;1. A Tiempo
672;PLANEADO;E2E-33978;30527;COLWSSWTC-36;;https://globaldevtools.bbva.com/jira/browse/COLWSSWTC-36;Línea Testing: FIT 2 - Datos PXW2 - Foto 07 Enero (BBVA7);Talent & Culture;;;Tier 2;;;;;;;;;;;;;;1.EMC;2022-Q2;;;;;Unknown;2022-Q2;Functional;carlos.combita;carlos.combita;;lauracarolina.canizares;;;;;;;;;;;;;;  Se avanza en las pruebas del plan de pruebas del 2do Paralelo Técnico de Nómina.;13/04/2022;13/04/2022;;;;In Progress;1. A Tiempo
674;PLANEADO;E2E-33978;30527;COLWSSWTC-37;;https://globaldevtools.bbva.com/jira/browse/COLWSSWTC-37;Línea de Data: Prototipo Gold - Data Cleaning, Carga y Validación;Talent & Culture;;;Tier 2;;;;;;;;;;;;;;1.EMC;2022-Q2;;;;;Unknown;2022-Q2;Functional;carlos.combita;carlos.combita;;lauracarolina.canizares;;;;;;;;;;;;;;rio;;13/04/2022;;;;In Progress;1. A Tiempo
676;PLANEADO;E2E-33978;30527;COLWSSWTC-38;;https://globaldevtools.bbva.com/jira/browse/COLWSSWTC-38;Línea Gestión del Cambio: 100% Formación T&C afectado y no afectado, Managers y Empleados y despliegue Plan de Comunicación;Talent & Culture;;;Tier 2;;;;;;;;;;;;;;1.EMC;2022-Q2;;;;;Unknown;2022-Q2;Functional;carlos.combita;carlos.combita;;lauracarolina.canizares;;;;;;;;;;;;;;rio;;13/04/2022;;;;In Progress;1. A Tiempo
678;PLANEADO;E2E-30891;29464;COLWSSWTC-42;;https://globaldevtools.bbva.com/jira/browse/COLWSSWTC-42;Compra y asignación de sillas;Talent & Culture;;;Tier 2;;;;;Retail System;;;;;;;;;1.EMC;2022-Q2;;;;;Unknown;2022-Q2;Functional;juan.sandoval;elkinmauricio.lopez;;elkinmauricio.lopez;;;;;;;;;;;;;;rio;;12/04/2022;;;;In Progress;1. A Tiempo
680;PLANEADO;E2E-30891;29464;COLWSSWTC-43;;https://globaldevtools.bbva.com/jira/browse/COLWSSWTC-43;Valoración de Traslados de funcionarios a Dirección General;Talent & Culture;;;Tier 2;;;;;Retail System;;;;;;;;;1.EMC;2022-Q2;;;;;Unknown;2022-Q2;Functional;juan.sandoval;elkinmauricio.lopez;;elkinmauricio.lopez;;;;;;;;;;;;;;rio;;12/04/2022;;;;In Progress;1. A Tiempo
682;PLANEADO;E2E-30891;29464;COLWSSWTC-44;;https://globaldevtools.bbva.com/jira/browse/COLWSSWTC-44;Operativización del modelo de ocupación de edificios;Talent & Culture;;;Tier 2;;;;;Retail System;;;;;;;;;1.EMC;2022-Q2;;;;;Unknown;2022-Q2;Functional;juan.sandoval;elkinmauricio.lopez;;elkinmauricio.lopez;;;;;;;;;;;;;;rio;;12/04/2022;;;;In Progress;1. A Tiempo
684;PLANEADO;E2E-30891;29464;COLWSSWTC-45;;https://globaldevtools.bbva.com/jira/browse/COLWSSWTC-45;Gestión de Traslados a Granja;Talent & Culture;;;Tier 2;;;;;Retail System;;;;;;;;;1.EMC;2022-Q2;;;;;Unknown;2022-Q2;Functional;juan.sandoval;elkinmauricio.lopez;;elkinmauricio.lopez;;;;;;;;;;;;;;rio;;12/04/2022;;;;In Progress;1. A Tiempo
686;PLANEADO;E2E-75209;35744;COLWSSWTC-46;;https://globaldevtools.bbva.com/jira/browse/COLWSSWTC-46;Finalización de procesos Traspasos Fase IV;Talent & Culture;;;Tier 2;;;;;Subsidiary-Corp.Functions-Riesgos-CIB;;;;;;;;;1.EMC;2022-Q2;;;;;Unknown;2022-Q2;Functional;alcibiades.rodriguez;javier.palencia;;javier.palencia;;;;;;;;;;;;;;4/2022 Observación: Avance con el proceso del traspaso operativo correspondiente a 6 taxonomías( modelo operativo, catalogo, marco de control, modelado y formación);12/04/2022;12/04/2022;;;;Ready;1. A Tiempo
688;PLANEADO;E2E-75209;35744;COLWSSWTC-47;;https://globaldevtools.bbva.com/jira/browse/COLWSSWTC-47;Divulgación Gestión del Cambio;Talent & Culture;;;Tier 2;;;;;Subsidiary-Corp.Functions-Riesgos-CIB;;;;;;;;;1.EMC;2022-Q2;;;;;Unknown;2022-Q2;Functional;alcibiades.rodriguez;Unassigned;;javier.palencia;;;;;;;;;;;;;;4/2022 Observación: Avance global en al construcción de material formativo de procesos a cargo de los responsables del mismo.;12/04/2022;12/04/2022;;;;New;Estado New
690;PLANEADO;E2E-19313;28728;COLWSSWTC-48;;https://globaldevtools.bbva.com/jira/browse/COLWSSWTC-48;Generación carpetas digitales de los Expatriados e impatriados.;Talent & Culture;;;Tier 2;;;;;Subsidiary-Corp.Functions-Riesgos-CIB;;;;;;;;;1.EMC;2022-Q2;;;;;Unknown;2022-Q2;Functional;;javier.palencia;;javier.palencia;;;;;;;;;;;;;;4/2022 Observación: Reunion con proveedor e ingenieria para determinar los requerimientos de seguridad para asegurar confidencialidad en los documentos cargados.;12/04/2022;12/04/2022;;;;New;Estado New
692;PLANEADO;E2E-19313;28728;COLWSSWTC-49;;https://globaldevtools.bbva.com/jira/browse/COLWSSWTC-49;Socialización carpetas digitales de los Expatriados e impatriados.;Talent & Culture;;;Tier 2;;;;;;;;;;;;;;1.EMC;2022-Q2;;;;;Unknown;2022-Q2;Functional;;javier.palencia;;javier.palencia;;;;;;;;;;;;;;rio;;11/04/2022;;;;New;Estado New
694;PLANEADO;E2E-19313;28728;COLWSSWTC-50;;https://globaldevtools.bbva.com/jira/browse/COLWSSWTC-50;Masificación del uso del aplicativo Genesis - CECV entre los intervinientes del proceso ;Talent & Culture;;;Tier 2;;;;;Subsidiary-Corp.Functions-Riesgos-CIB;;;;;;;;;1.EMC;2022-Q2;;;;;Unknown;2022-Q2;Functional;;javier.palencia;;javier.palencia;;;;;;;;;;;;;;4/2022 Observación: Se realiza instalación que soluciona las incidencias presentadas con los candidatos en cuanto al loggeo y correos electrónicos. se programa Reunión con TAP, (12/04/2022) para iniciar masificación de registros en plataforma.;12/04/2022;12/04/2022;;;;New;Estado New
696;PLANEADO;E2E-19313;28728;COLWSSWTC-51;;https://globaldevtools.bbva.com/jira/browse/COLWSSWTC-51;Análisis de impactos del despliegue en Genesis;Talent & Culture;;;Tier 2;;;;;Subsidiary-Corp.Functions-Riesgos-CIB;;;;;;;;;1.EMC;2022-Q2;;;;;Unknown;2022-Q2;Functional;;javier.palencia;;javier.palencia;;;;;;;;;;;;;;4/2022 Observación: Documento preliminar para ajustar creado en 1Q-2022;12/04/2022;12/04/2022;;;;New;Estado New
698;PLANEADO;E2E-100970;36836;COLWSSWTC-58;;https://globaldevtools.bbva.com/jira/browse/COLWSSWTC-58;FASE 3 TRES CONSULTAS MASIVAS ;Talent & Culture;;;Tier 2;;;;;;;;;;;;;;1.EMC;2022-Q2;;;;;Unknown;2022-Q2;Customer Delivery;alcibiades.rodriguez;fabio.camelo;;ladyjohana.nino;;;;;;;;;;;;;;rio;;11/04/2022;;;;New;Estado New
