ORDEN PLANEADO ,EXCLUIR CUENTA UNICA,EPICA,SDATOOL,FEATURE,DELIVERABLE,LINK JIRA,NOMBRE PROYECTO,DOMINIO,PROGRAMA,SPRINT (VP),TIER,PLAN(Portafolio),TAG (MP),TECNOLOGÍA,COMPLEJIDAD,GREMIO (DIRECCIÓN SYSTEM),DIRECCIÓN SYSTEM (4),PORTAFOLIO PLAN ASCENSO,PLAN MERCURIO,PLAN AREA REVIEW,COMITE (VP),DIRECCIÓN DE INGENIERIA,TIPOS DE MANTENIMIENTO,CATEGORIA DEL PROYECTO,TIPO (EMC-OTROS),EMC COMPROMETIDO,FECHA REPLANIFICACIÓN,FECHA REPLANIFICACIÓN 2,FECHA REPLANIFICACIÓN 3,MARCA REPLAN,MOTIVO REPLANIFICACIÓN,TIPO DE METODOLOGÍA,PROGRAM INCREMENT,TYPE OF DELIVERY,SERVICE OWNER,LIDER TECNICO,PROGRAM MANAGER,PO-OWNER,TECH MANAGER,ARQUITECTURA,CORPORATE SECURITY,TDM,TALENTO BBVA,TALENTO EXTERNO,RATIO STAFFING,"PRESUPUESTO
(PRESUPUESTADO) (Capex)","PRESUPUESTO
 (COMPROMETIDO)
(Capex)",PRESUPUESTO REALIZADO (Capex),PRESUPUESTO DISPONIBLE,PAYBACK,VALOR DE RETORNO,COMENTARIO SEGUIMIENTO,CREACION COMENTARIO,ACTUALIZACIÓN COMENTARIO,AVANCE REAL,AVANCE TEORICO,DESVIACIÓN,IMAGEN ESTADO,ESTADO,INDICADOR
50,PLANEADO,E2E-69457,35329,CCSS-7454,,https://globaldevtools.bbva.com/jira/browse/CCSS-7454,Gran net- Optimización proceso liquidación de comisiones,Client Solutions,,Otros,Tier 1,6.Higth_Priority_Initiative,,Ether,Alta,Banking Applications System,,,,,,1.Systems_Engineering,2.Proyecto,,1.EMC,2022-Q2,,,,,Cliente - Definición,Unknown,2022-Q2,Enabler Delivery,lady.cervera,cesar_gomez,,INGRID VANESSA ORTIZ VERANO,,,,,,,,1Q,SYSTEMS, $4.999.974, $0,,,"28/04/2022. En proceso de contratación del alcance, la replanificación se tendra el 05-05-2022.

 ",28/04/2022,28/04/2022,,,,⬤,Test,2. Atrasado
52,PLANEADO,E2E-102437,36903,CCSS-8273,,https://globaldevtools.bbva.com/jira/browse/CCSS-8273,Homologación y funcionalidad - Habilitar funcionalidad de deposito de dinero y reciclaje,Client Solutions,4.Transformación_de_la_Red,Transformacion_de_la_Red,Tier 1,7.New_Relationship_Model,5.Otros,Sin Dato,Sin dato,Retail System,,,,,,1.Systems_Engineering,2.Proyecto,,3.Otros,,24/02/2022,,,▶,Proveedor,Unknown,2022-Q1,Customer Delivery,rafael.lopesierra,Rafael Antonio Lopesierra,,vickyalexandra.mora,,,,,,,,,,,,,,27/04: Pendiente de inicio de Piloto.,27/04/2022,27/04/2022,,,,⬤,Test,2. Atrasado
54,PLANEADO,E2E-67358,35003,CES-1986,,https://globaldevtools.bbva.com/jira/browse/CES-1986,Mejora comando XFS (SET_CASH_UNIT_INFO) /Contadores Físicos vs lógicos,Engineering,7.Otros,,Tier 3,17.Otros,5.Otros,Hibrido,Baja,Retail System,,,,,,1.Systems_Engineering,1.Mantenimiento,7.Otros,3.Otros,,30/03/2022,,,▶,Cliente - Definición,Unknown,2022-Q2,Enabler Delivery,juan.sandoval,Rafael Antonio Lopesierra,,yanethcarolina.rodriguez.contractor,,,,,,,,,,,,,,"28/04: Continúa sin novedades, se encuentra en gestión la nueva versión que contiene el cambio 
antony.suica ",28/04/2022,28/04/2022,,,,⬤,Test,2. Atrasado
56,PLANEADO,E2E-67562,35041,CES-2118,,https://globaldevtools.bbva.com/jira/browse/CES-2118,Renovación tecnologica PSE,Engineering,7.Otros,,Tier 2,17.Otros,5.Otros,Ether,Media,Enterprise System,,,,,,1.Systems_Engineering,2.Proyecto,7.Otros,3.Otros,,,,,,Fallas de entornos previos Desarrollo,Unknown,2022-Q2,Customer Delivery,gustavo.ferrucho,william.vargas,,dianapaola.angel,,,,,,,,,,,,,,"28/04/2022


	Se adelanta audios con Mexico para retomar el proyecto
	Se soluciona tema de presupuesto para la gestion de certificados
	Se envia el ticketing a Seguridad para generar los certificados
	Se genera EM GB.00093278-008 para pago de calidad
	Se genera alcance tecnico en relacion al servicio Userprofile, ya que este se debe modifica por el proyecto de GLOMO. El objetivo del ajuste esta realcionado con el manejo de subida de nivel. Pendiente entrega de fecha por parte del proyecto GLOMO para sicronizar las fechas del proyecto.

",28/04/2022,28/04/2022,,,,⬤,In Progress,1. A Tiempo
58,PLANEADO,E2E-54634,33408,CES-2219,,https://globaldevtools.bbva.com/jira/browse/CES-2219,Integracion Biocatch - ASO - FRM BBVA NET,Engineering,7.Otros,,Tier 2,17.Otros,5.Otros,Ether,Baja,Retail System,,,,,,1.Systems_Engineering,2.Proyecto,7.Otros,3.Otros,,11/02/2022,,,▶,Fallas de entornos previos Desarrollo,Unknown,2022-Q2,Enabler Delivery,laura.gallardo.selma,yadira.cobos,,geraldine.martinez.contractor,,,,,,,,DESLIZADOS,SYSTEMS, $50.868.323, $0,,,"21/04/2022: Se recibe el resultado de la revisión de las evidencias de pruebas por parte de Monitor+, para los cuales ellos solicitan ajuste por que algunas transacciones no registraron el Score. Se realiza el ajuste, se procede a las pruebas y se enviará de nuevo las evidencias a Monitor+. Se esta gestionando los Visto Bueno con Corporate Security y Seguridad. Alertamientos: 1) La compra de los certificados digitales esta demorada por que no se ha aprobado el cambio del dinero de CAPEX a OPEX lo cual podría afectar el paso a producción.  2) Biocatch tiene pendiente el envio de unas evidencias de Ethical Hacking para obtener el Visto Bueno por parte de Corporate Security. 

 ",21/04/2022,28/04/2022,,,,⬤,Test,2. Atrasado
60,PLANEADO,E2E-101612,36869,CES-2354,,https://globaldevtools.bbva.com/jira/browse/CES-2354,Horizon Data - Colombia,Engineering,,,Tier 2,,,,,Retail System,,,,,,,,,3.Otros,,,,,,,Unknown,2021-Q3,Customer Delivery,daniel.ferreira,pabloandres.villada,,stefanyalejandraelvi.rojas,,,,,,,,1Q,DATA TRANSFORMATIONS & ENGINEERING, $630.455.988, $0,,,Sin Comentario,,28/04/2022,,,,⬤,New,Estado New
62,PLANEADO,E2E-67562,35041,CES-2391,,https://globaldevtools.bbva.com/jira/browse/CES-2391,Migracion Modulo Constructor,Engineering,7.Otros,,Tier 3,17.Otros,5.Otros,Ether,Media,Banking Applications System,,,,,,1.Systems_Engineering,2.Proyecto,7.Otros,3.Otros,,29/03/2022,,,▶,Agilidad en calidad ,Unknown,2022-Q3,Enabler Delivery,gustavo.ferrucho,maritza.guerrero,,stefanyalejandraelvi.rojas,,,,,,,,,,,,,,"28/04/2022-Certificacion, se envió el ajuste de versión del documento agil, paralelamente se harán pruebas en Desarrollo lo del  Ldap para obtener el Vo Bo de seguridad y que entreguen los certificados para calidad, ",29/04/2022,29/04/2022,,,,⬤,In Progress,2. Atrasado
64,PLANEADO,E2E-128801,37762,CES-2558,,https://globaldevtools.bbva.com/jira/browse/CES-2558,Ajuste funcionalidad Aparcamiento,Engineering,7.Otros,,Tier 3,,,Sin Dato,Sin dato,Banking Applications System,,,,,,1.Systems_Engineering,2.Proyecto,7.Otros,1.EMC,2022-Q2,,,,,,Unknown,2022-Q2,Enabler Delivery,carlos.barreto,maritza.guerrero,,stefanyalejandraelvi.rojas,,,,,,,,,,,,,,"28/04/2022- Certificación, Se tiene el nuevo plan de trabajo , se reforzo con tres tester y se unificaron paquetes de 24 paquetes se dejaron 12 paquetes.",29/04/2022,29/04/2022,,,,⬤,In Progress,1. A Tiempo
66,PLANEADO,E2E-67358,35003,CES-2561,,https://globaldevtools.bbva.com/jira/browse/CES-2561,Aviso Archivo Doble Net Cash,Engineering,7.Otros,,Tier 1,17.Otros,5.Otros,Hibrido,Baja,Enterprise System,,,,,,1.Systems_Engineering,1.Mantenimiento,7.Otros,3.Otros,,,,,,,Unknown,2022-Q2,Enabler Delivery,juan.sandoval,hernan.riveros,,eddyhernando.bogota,,,,,,,,,,,,,,"Avance Esperado 60%
Avance Real 40%
En Certificación, se encuentra bug sobre el módulo de pagos, en desarrollo ajuste",1/04/2022,7/04/2022,,,,⬤,In Progress,1. A Tiempo
68,PLANEADO,E2E-59747,33846,CES-2613,,https://globaldevtools.bbva.com/jira/browse/CES-2613,Aprovisionamiento controles BCBS desde SIRO CO a DATIO,Engineering,6.Normativos,,Tier 3,8.Normativos,1.Normativo,Legacy,Baja,Subsidiary-Corp.Functions-Riesgos-CIB,,,,,,1.Systems_Engineering,2.Proyecto,,3.Otros,,,,,,Certificación,Unknown,2022-Q1,Customer Delivery,edwin.vargas,jairo.tamara,,linafernanda.pastrana,,,,,,,,,,,,,,"10/02/2022: Apoyo post-produccion, Sesion con Peru, ARG, MEX, para revision ficheros a Datio
03/02/2022: instaldo en producción 14/01, en seguimiento
05/01/2022: Temas certificado, en documentación para comite de cambios 12/01
30/12/2021:  pruebas QA
16/12/2021: Se acepta el tema en calidad y se asigna funcional para continuar con el proceso de certificación.
14/12/2021: Tema enviado a QA, en sanción tecnica
9/12/2021: se envian datos de pruebas y reunión con holding , plan en fechas
2/12/2021: se solicitan datos para ambiente de pruebas
25/11/2021: Desarrollos en curso sin novedad
18/11/2021: Desarrollos en curso sin novedad
12/11/2021: Tema en construcción adelantando desarrollos.
05/11/2021: Tema en construccion sin alertamiento",24/03/2022,29/03/2022,,,,⬤,Deployed,1. A Tiempo
70,PLANEADO,E2E-59747,33846,CES-2684,,https://globaldevtools.bbva.com/jira/browse/CES-2684,Transmisión fichero mayor a Tantia,Engineering,,,Tier 3,8.Normativos,1.Normativo,Legacy,Baja,Subsidiary-Corp.Functions-Riesgos-CIB,,,,,,1.Systems_Engineering,2.Proyecto,,3.Otros,,,,,,,Unknown,2022-Q1,Enabler Delivery,edwin.vargas,christian.diaz,,linafernanda.pastrana,,,,,,,,,,,,,,"23/03/2022:Tema en certificacion, en sancion tecnica
04/02/22: Se generó plan de trabajo para atención requerimiento
28/01/2022: En espera generacion de plan de trabajo.",24/03/2022,29/03/2022,,,,⬤,Deployed,1. A Tiempo
72,PLANEADO,E2E-130144,37914,CES-2729,,https://globaldevtools.bbva.com/jira/browse/CES-2729,Automatizacion servicios PCO para herramienta BAO,Engineering,2.Pymes/Empresas,,Tier 3,,,Tipo,Complejidad,Subsidiary-Corp.Functions-Riesgos-CIB,,,,,,1.Systems_Engineering,1.Mantenimiento,,3.Otros,,,,,,,Unknown,2022-Q1,Enabler Delivery,carlos.barreto,ivanjesus.esparragoza,,eddyhernando.bogota,,,,,,,,,,,,,,29/04/2022 En proceso de implementacion en produccion.,29/04/2022,29/04/2022,,,,⬤,Test,1. A Tiempo
74,PLANEADO,E2E-128620,37738,CES-2766,,https://globaldevtools.bbva.com/jira/browse/CES-2766,Optimización Proceso PGTDGGG7,Engineering,,,Tier 2,,,,,,,,,,,,,,1.EMC,2022-Q2,,,,,,Unknown,2022-Q2,Discovery,cesaraugusto.soto,liliana.russy.contractor,,ferney.mosquera,,,,,,,,,,,,,,Sin Comentario,,29/04/2022,,,,⬤,New,Estado New
76,PLANEADO,E2E-59747,33846,CES-2767,,https://globaldevtools.bbva.com/jira/browse/CES-2767,Extracción archivo Financiaciones - Dialogo,Engineering,7.Otros,,Tier 2,8.Normativos,1.Normativo,Legacy,Baja,Subsidiary-Corp.Functions-Riesgos-CIB,,,,,,1.Systems_Engineering,2.Proyecto,7.Otros,3.Otros,,,,,,,Unknown,2022-Q2,Customer Delivery,edwin.vargas,ana.traslavina,,mariapaula.rodriguez.rangel,,,,,,,,1Q,SYSTEMS, $2.048.791, $0,,,"22/04/2022
ACTR: Tema implementado en producción el 20 de abril, estamos en postimplementación.",22/04/2022,25/04/2022,,,,⬤,Test,1. A Tiempo
78,PLANEADO,E2E-71309,35463,CFS-1091,,https://globaldevtools.bbva.com/jira/browse/CFS-1091,Gestión de Ingresos  Periodo de Gracia Libranzas,Finance,5.Productos_CORE,,Tier 3,17.Otros,,Sin Dato,Sin dato,Banking Applications System,,,,,,1.Systems_Engineering,2.Proyecto,,3.Otros,,,,,,Cliente - Definición,Unknown,2022-Q2,Customer Delivery,maritza.guerrero,flor.gonzalez,,wilson.torres,,,,,,,,1Q,SYSTEMS, $35.261.425, $0,,,"28/04/2022.  Fase de Desarrollos:

	Desembolsos: Finalizados
	Pagos:  en pruebas integrales, se estima finalizar la segunda semana de mayo
	Reporteria : en curso, Interface MIS de inventarios (diario, semanal, mensual) y Reporte contabilizados



Definiciones pendientes NACAR:  Ajustes al Simulador, Reporte MIS Movimientos y FM02

Definiciones pendientes otros canales: En curso  nuevas necesidades para Net, Móvil y CAP, las cuales son pre-requisito para instalar la petición NACAR",28/04/2022,28/04/2022,,,,⬤,In Progress,1. A Tiempo
80,PLANEADO,E2E-105358,37009,CFS-1119,,https://globaldevtools.bbva.com/jira/browse/CFS-1119,Margen Financiero Impactado por IFRS 9,Finance,6.Normativos,,Tier 3,17.Otros,5.Otros,Sin Dato,Sin dato,Subsidiary-Corp.Functions-Riesgos-CIB,,,,,,1.Systems_Engineering,2.Proyecto,,1.EMC,2022-Q2,,,,,,Unknown,2022-Q2,Enabler Delivery,alcibiades.rodriguez,christian.diaz,,wilson.torres,,,,,,,,,,,,,,"18/03/2021 - Impacto en fecha de paso a certificacion por pruebas adicionales solicitadas por usuario

	Alerta por cuanto el recurso banco que esta liderando el tema, entra a revisar una incidencia critica en produccion del archivo Mayor Contable



10/03/2022 - Alerta en fecha de paso a certificacion por pruebas adicionales solciitadas por usuario",24/03/2022,29/04/2022,,,,⬤,In Progress,1. A Tiempo
82,PLANEADO,E2E-139330,38626,CFS-1254,,https://globaldevtools.bbva.com/jira/browse/CFS-1254,Ajuste CVA-DVA Días no hábiles,Finance,,,Tier 2,,,Sin Dato,Sin dato,,,,,,,,,,3.Otros,,,,,,,Unknown,2022-Q4,Customer Delivery,ana.traslavina,ana.traslavina,,camila.nino,,,,,,,,,,,,,,"2022/04/22 ACTR: Se entregara plan de trabajo con el alertamiento de disponibilidad de recurso para el apoyo de pruebas a partir de la etapa integral. Dado que el recurso inicial asignado renunció y estamos en proceso de cubrir la vacante.
Se revisa diseño técnico e inicio de construcción.",22/04/2022,22/04/2022,,,,⬤,New,Estado New
84,PLANEADO,E2E-69853,35357,CFS-1260,,https://globaldevtools.bbva.com/jira/browse/CFS-1260,Ev. 1802 - Evolutivo - Identificar facturas para reportes a la DIAN,Finance,6.Normativos,,Tier 3,8.Normativos,1.Normativo,Hibrido,Media,Subsidiary-Corp.Functions-Riesgos-CIB,,,,,,1.Systems_Engineering,2.Proyecto,,1.EMC,2022-Q1,,,,,,Unknown,2022-Q1,Enabler Delivery,alcibiades.rodriguez,christian.diaz,,martha.reyes,,,,,,,,,,,,,,"01/03/2022: 
Impacto por desarrollos y pruebas de Holding España

""Se empezó un plan de empalme para que Systems tome el control y seguimiento de los planes de trabajo de estos proyectos a partir del 14/02/2022

Como Delivery no participamos en los desarrollos, solo apoyamos en las pruebas en ambiente de desarrollo y calidad de la parte contable.
Los desarrollos los realiza GPS España, las fechas del plan de trabajo fueron suministradas por ellos""",24/03/2022,31/03/2022,,,,⬤,In Progress,1. A Tiempo
86,PLANEADO,E2E-59900,33862,CFS-1295,,https://globaldevtools.bbva.com/jira/browse/CFS-1295,Historificación desde enero 2020.,Finance,,,Tier 2,,,,,,,,,,,,,,3.Otros,,,,,,,Unknown,2022-Q2,Enabler Delivery,alcibiades.rodriguez,alcibiades.rodriguez,,wilson.torres,,,,,,,,2Q,SYSTEMS, $32.589.588, $0,,,Sin Comentario,,19/04/2022,,,,⬤,New,Estado New
88,PLANEADO,E2E-59900,33862,CFS-1491,,https://globaldevtools.bbva.com/jira/browse/CFS-1491,Fecha Entrada (Fecha Ciclo Entrada en Mora),Finance,,,Tier 2,,,,,,,,,,,,,,3.Otros,,,,,,,Unknown,2022-Q4,Enabler Delivery,alcibiades.rodriguez,alcibiades.rodriguez,,wilson.torres,,,,,,,,,,,,,,Sin Comentario,,21/04/2022,,,,⬤,New,Estado New
90,PLANEADO,E2E-95347,36358,CFS-642,,https://globaldevtools.bbva.com/jira/browse/CFS-642,Pagos por Terceros (Mandato y/o Administración) - Resolución 000070 - Información exógena DIAN Vigencia 2020 -fase 3,Finance,6.Normativos,,Tier 1,8.Normativos,1.Normativo,Sin Dato,Sin dato,Enterprise System,,,,,,1.Systems_Engineering,2.Proyecto,,3.Otros,,21/02/2022,,,▶,Cliente - Definición,Unknown,2022-Q3,Customer Delivery,alcibiades.rodriguez,milagros.lastra,,martha.reyes,,,,,,,,1Q,SYSTEMS, $133.399.786, $0,,,"29/04

Etapa: Certificación
Avance Teórico Total: 79,65%
Avance Real Total: 69.55%
Desviación: -10.00%
Casos de Prueba Ejecutados: 55
Casos de Prueba Pendientes: 139

Avances Importantes:

	Equipo Testing termina validación contable e inicia validación de las interfaces de Base de Impuestos del cierre 1/4, paralelamente se avanza con el ingreso de operatoria para el cierre 2/4.



          La desviación generada se debe a la atención de la incidencia presentada en el ambiente gráfico, la             cual ya fue instalada en Producción satisfactoriamente. Se estima mitigar esta desviación la próxima             semana.{}

Fecha Producción: 10/09/2022
LT. Milagros Lastra Jiménez.",29/04/2022,29/04/2022,,,,⬤,Test,2. Atrasado
92,PLANEADO,E2E-73854,35621,CFS-853,,https://globaldevtools.bbva.com/jira/browse/CFS-853,DOCUMENTO SOPORTE FASE II - DIALOGO,Finance,6.Normativos,,Tier 1,8.Normativos,1.Normativo,Legacy,Media,Subsidiary-Corp.Functions-Riesgos-CIB,,,,,,1.Systems_Engineering,2.Proyecto,,1.EMC,2021-Q2,,,,,Cliente - Definición,Unknown,2021-Q2,Enabler Delivery,ana.traslavina,ana.traslavina,,wilson.torres,,,,,,,,,,,,,,"22/04/2022
ACTR: Según lo acordado se entrega la valoración de los desarrollos correspondientes al aplicativo Dialogo el 25 de abril. Sin embargo, como se ha informado se iniciará atender acorde a la capacidad que se vaya liberando.",22/04/2022,29/04/2022,,,,⬤,New,Estado New
94,PLANEADO,E2E-47670,32520,CFS-902,,https://globaldevtools.bbva.com/jira/browse/CFS-902,32520 - CDD BR - RDR-Conciliación-Altamira,Finance,6.Normativos,,Tier 1,8.Normativos,1.Normativo,Hibrido,Media,Subsidiary-Corp.Functions-Riesgos-CIB,,,,,,1.Systems_Engineering,2.Proyecto,,3.Otros,,23/03/2022,,,▶,Seguridad,Unknown,2022-Q2,Enabler Delivery,edwin.vargas,alfredojose.pertuz,,angelica.granados,,,,,,,,,,,,,,"29/04/2022
Tareas Semana:

	Permiso del usuario máquina  a archivo de Producción
	Creación de llaves y labels en Prod
	Compartir llaves de encriptación entre España y Colombia
	Instalación de software Colombia en producción 21/04/2022  4 AM
	Validación de ejecución de procesos luego de instalación 8 PM 21/04/2022



Tareas Próximas:

	Instalación de software de desencriptación por parte de España 21/05/2022
	Pruebas Post Implantación

",29/04/2022,29/04/2022,,,,⬤,In Progress,2. Atrasado
96,PLANEADO,E2E-59755,33847,CFS-908,,https://globaldevtools.bbva.com/jira/browse/CFS-908,Resolución 0042 DIAN Documento Soporte - Leasing Habitacional,Finance,,,Tier 3,8.Normativos,1.Normativo,Ether,Alta,Banking Applications System,,,,,,1.Systems_Engineering,2.Proyecto,,3.Otros,,,,,,,Unknown,2022-Q3,Enabler Delivery,alcibiades.rodriguez,maritza.guerrero,,martha.reyes,,,,,,,,1Q,SYSTEMS, $14.628.741, $0,,,"28/04/2022- Análisis, Se estan definiendo las Tx en desarrollo, se envió el modelo de datos a Mex, Los diseños técnicos se dara Vo Bo hoy o comentarios,  vamos de acuerdo al plan",29/04/2022,29/04/2022,,,,⬤,Analysing,1. A Tiempo
98,PLANEADO,E2E-93517,36256,CFS-941,,https://globaldevtools.bbva.com/jira/browse/CFS-941,Ev. 1801 - Adaptar movida de oficina area 21,Finance,6.Normativos,,Tier 3,8.Normativos,1.Normativo,Sin Dato,Sin dato,Subsidiary-Corp.Functions-Riesgos-CIB,,,,,Financiera,1.Systems_Engineering,2.Proyecto,,1.EMC,2022-Q2,,,,,,Unknown,2022-Q2,Enabler Delivery,alcibiades.rodriguez,christian.diaz,,camila.nino,,,,,,,,DESLIZADOS,ESTRATEGIA Y CONTROL, $53.749.253, $0,,,"En curso, en etapa de diseño funcional por parte de GPS España",24/03/2022,29/04/2022,,,,⬤,In Progress,1. A Tiempo
100,PLANEADO,E2E-117332,37109,CFS1-109,,https://globaldevtools.bbva.com/jira/browse/CFS1-109,Fondos Luxemburgo ,Client Solutions,5.Productos_CORE,,Tier 1,,,,,Subsidiary-Corp.Functions-Riesgos-CIB,,,,,,4.System_Fiduciaria,2.Proyecto,,3.Otros,,,,,,,Unknown,2022-Q1,Customer Delivery,juan.orozco,juan.orozco,,mauricio.cardenas,,,,,,,,,,,,,,Sin Comentario,,20/04/2022,,,,⬤,New,Estado New
102,PLANEADO,E2E-66298,34756,CIS-354,,https://globaldevtools.bbva.com/jira/browse/CIS-354,Automatización trasmisión Documento Soporte,Client Solutions,7.Otros,,Tier 3,8.Normativos,1.Normativo,Sin Dato,Sin dato,Subsidiary-Corp.Functions-Riesgos-CIB,,,,,,2.System_Seguros,1.Mantenimiento,7.Otros,1.EMC,2022-Q1,,,,,,Unknown,2022-Q1,Enabler Delivery,carlos.barreto,joseagustin.rodriguez.contractor,,alejandra.valencia,,,,,,,,,,,,,,Sin Comentario,,29/04/2022,,,,⬤,Test,1. A Tiempo
104,PLANEADO,E2E-66298,34756,CIS-357,,https://globaldevtools.bbva.com/jira/browse/CIS-357,"Reporte comisiones, retribuciones y gastos administración de acselx",Client Solutions,7.Otros,,Tier 3,8.Normativos,1.Normativo,Sin Dato,Sin dato,Subsidiary-Corp.Functions-Riesgos-CIB,,,,,,2.System_Seguros,2.Proyecto,7.Otros,1.EMC,2022-Q1,,,,,,Unknown,2022-Q1,Enabler Delivery,carlos.barreto,carlosandres.mora,,paola.trivino,,,,,,,,,,,,,,Sin Comentario,,29/04/2022,,,,⬤,Test,1. A Tiempo
106,PLANEADO,E2E-128780,37753,COLWSBPE-49,,https://globaldevtools.bbva.com/jira/browse/COLWSBPE-49,Transformación PQR - Centralización operatorias (37753),Engineering,7.Otros,,Tier 2,17.Otros,,,,,,,,,,,2.Proyecto,5.Procesos,1.EMC,2022-Q2,,,,,,Unknown,2022-Q2,Functional,carlos.barreto,camilo.alfonso,,marcia.reyes,,,,,,,,,,,,,,Sin Comentario,,24/03/2022,,,,⬤,New,Estado New
108,PLANEADO,E2E-75418,35771,COLWSCANAL-1036,,https://globaldevtools.bbva.com/jira/browse/COLWSCANAL-1036,Ascenso - Pricing avanzado de Pymes - PNN,Client Solutions,2.Pymes/Empresas,Pymes,Tier 1,10.Plan_Ascenso,,,Baja,Banking Applications System,,10.Plan_Ascenso,,,,1.Systems_Engineering,2.Proyecto,,3.Otros,,,,,,,Unknown,2023-Q1,Customer Delivery,carlosalberto.barreto,maritza.guerrero,,andrea.jimenez,,,,,,,,,,,,,,"28/04/2022-  Construcción parametria, se estan realizando pruebas integrales en desarrollo, el tester esta realizando los casos de prueba y apoyando en las pruebas,  se esta seleccionando la persona de host que  apoyara los desarrollos de la formulacion, se estima tenerla la proxima semana, el cual se solicitara presupuesto , ya estando las personas requeridas se puede ya revisar y entregar un plan de trabajo.",29/04/2022,29/04/2022,,,,⬤,In Progress,1. A Tiempo
